title,venue,date,time,artist,program,image_link
Debut Theo Plath,Lukaskirche,Tue 03.09,12.15,Aris Alexander Blettenberg,"Edward Elgar (1857–1934)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/cb/fc/cbfc1de9-a5e8-4c9f-9310-864640d69eac/plath_theo_credit_marco_borggreve.jpg__744x744_q85_crop_subject_location-3885%2C2609_subsampling-2_upscale.jpg
Debut Theo Plath,Lukaskirche,Tue 03.09,12.15,Aris Alexander Blettenberg,"Daniel Schnyder (*1961)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/cb/fc/cbfc1de9-a5e8-4c9f-9310-864640d69eac/plath_theo_credit_marco_borggreve.jpg__744x744_q85_crop_subject_location-3885%2C2609_subsampling-2_upscale.jpg
Chineke! Orchestra,"KKL Luzern, Concert Hall",Tue 03.09,19.30,Chineke! Orchestra,"Samuel Coleridge-Taylor (1875–1912)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/4b/93/4b935722-9aee-46d7-8fb7-19ee9acbfee1/hall-tompkins_kelly2_c_r_gregory_routt.jpg__744x744_q85_crop_subject_location-1248%2C1068_subsampling-2_upscale.jpg
Chineke! Orchestra,"KKL Luzern, Concert Hall",Tue 03.09,19.30,Chineke! Orchestra,"Wynton Marsalis (*1961)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/4b/93/4b935722-9aee-46d7-8fb7-19ee9acbfee1/hall-tompkins_kelly2_c_r_gregory_routt.jpg__744x744_q85_crop_subject_location-1248%2C1068_subsampling-2_upscale.jpg
Chineke! Orchestra,"KKL Luzern, Concert Hall",Tue 03.09,19.30,Chineke! Orchestra,"Florence Price (1887–1953)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/4b/93/4b935722-9aee-46d7-8fb7-19ee9acbfee1/hall-tompkins_kelly2_c_r_gregory_routt.jpg__744x744_q85_crop_subject_location-1248%2C1068_subsampling-2_upscale.jpg
Chineke! Orchestra,"KKL Luzern, Concert Hall",Tue 03.09,19.30,Leslie Suganandarajah,"Samuel Coleridge-Taylor (1875–1912)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/4b/93/4b935722-9aee-46d7-8fb7-19ee9acbfee1/hall-tompkins_kelly2_c_r_gregory_routt.jpg__744x744_q85_crop_subject_location-1248%2C1068_subsampling-2_upscale.jpg
Chineke! Orchestra,"KKL Luzern, Concert Hall",Tue 03.09,19.30,Leslie Suganandarajah,"Wynton Marsalis (*1961)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/4b/93/4b935722-9aee-46d7-8fb7-19ee9acbfee1/hall-tompkins_kelly2_c_r_gregory_routt.jpg__744x744_q85_crop_subject_location-1248%2C1068_subsampling-2_upscale.jpg
Chineke! Orchestra,"KKL Luzern, Concert Hall",Tue 03.09,19.30,Leslie Suganandarajah,"Florence Price (1887–1953)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/4b/93/4b935722-9aee-46d7-8fb7-19ee9acbfee1/hall-tompkins_kelly2_c_r_gregory_routt.jpg__744x744_q85_crop_subject_location-1248%2C1068_subsampling-2_upscale.jpg
Chineke! Orchestra,"KKL Luzern, Concert Hall",Tue 03.09,19.30,Kelly Hall-Tompkins,"Samuel Coleridge-Taylor (1875–1912)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/4b/93/4b935722-9aee-46d7-8fb7-19ee9acbfee1/hall-tompkins_kelly2_c_r_gregory_routt.jpg__744x744_q85_crop_subject_location-1248%2C1068_subsampling-2_upscale.jpg
Chineke! Orchestra,"KKL Luzern, Concert Hall",Tue 03.09,19.30,Kelly Hall-Tompkins,"Wynton Marsalis (*1961)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/4b/93/4b935722-9aee-46d7-8fb7-19ee9acbfee1/hall-tompkins_kelly2_c_r_gregory_routt.jpg__744x744_q85_crop_subject_location-1248%2C1068_subsampling-2_upscale.jpg
Chineke! Orchestra,"KKL Luzern, Concert Hall",Tue 03.09,19.30,Kelly Hall-Tompkins,"Florence Price (1887–1953)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/4b/93/4b935722-9aee-46d7-8fb7-19ee9acbfee1/hall-tompkins_kelly2_c_r_gregory_routt.jpg__744x744_q85_crop_subject_location-1248%2C1068_subsampling-2_upscale.jpg
Leipzig Gewandhaus Orchestra,"KKL Luzern, Concert Hall",Wed 04.09,19.30,Leipzig Gewandhaus Orchestra,"Wolfgang Amadé  Mozart (1756–1791)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/e9/ac/e9accabe-ff73-48d1-a6ed-d70cfe98502e/trifonov_2017_cdarioacosta-02.jpg__744x744_q85_crop_subject_location-2100%2C1420_subsampling-2_upscale.jpg
Leipzig Gewandhaus Orchestra,"KKL Luzern, Concert Hall",Wed 04.09,19.30,Leipzig Gewandhaus Orchestra,"Anton Bruckner (1824–1896)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/e9/ac/e9accabe-ff73-48d1-a6ed-d70cfe98502e/trifonov_2017_cdarioacosta-02.jpg__744x744_q85_crop_subject_location-2100%2C1420_subsampling-2_upscale.jpg
Leipzig Gewandhaus Orchestra,"KKL Luzern, Concert Hall",Wed 04.09,19.30,Andris Nelsons,"Wolfgang Amadé  Mozart (1756–1791)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/e9/ac/e9accabe-ff73-48d1-a6ed-d70cfe98502e/trifonov_2017_cdarioacosta-02.jpg__744x744_q85_crop_subject_location-2100%2C1420_subsampling-2_upscale.jpg
Leipzig Gewandhaus Orchestra,"KKL Luzern, Concert Hall",Wed 04.09,19.30,Andris Nelsons,"Anton Bruckner (1824–1896)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/e9/ac/e9accabe-ff73-48d1-a6ed-d70cfe98502e/trifonov_2017_cdarioacosta-02.jpg__744x744_q85_crop_subject_location-2100%2C1420_subsampling-2_upscale.jpg
Leipzig Gewandhaus Orchestra,"KKL Luzern, Concert Hall",Wed 04.09,19.30,Daniil Trifonov,"Wolfgang Amadé  Mozart (1756–1791)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/e9/ac/e9accabe-ff73-48d1-a6ed-d70cfe98502e/trifonov_2017_cdarioacosta-02.jpg__744x744_q85_crop_subject_location-2100%2C1420_subsampling-2_upscale.jpg
Leipzig Gewandhaus Orchestra,"KKL Luzern, Concert Hall",Wed 04.09,19.30,Daniil Trifonov,"Anton Bruckner (1824–1896)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/e9/ac/e9accabe-ff73-48d1-a6ed-d70cfe98502e/trifonov_2017_cdarioacosta-02.jpg__744x744_q85_crop_subject_location-2100%2C1420_subsampling-2_upscale.jpg
Debut Isata Kanneh-Mason,Lukaskirche,Thu 05.09,12.15,Isata Kanneh-Mason,"Joseph Haydn (1732–1809)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/4f/57/4f578656-903e-4d12-a7af-bd48a1b01dba/isata_kanneh-mason_2023_s03-048_credit_david_venni.jpg__744x744_q85_crop_subject_location-3498%2C2244_subsampling-2_upscale.jpg
Debut Isata Kanneh-Mason,Lukaskirche,Thu 05.09,12.15,Isata Kanneh-Mason,"Clara Schumann (1819–1896)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/4f/57/4f578656-903e-4d12-a7af-bd48a1b01dba/isata_kanneh-mason_2023_s03-048_credit_david_venni.jpg__744x744_q85_crop_subject_location-3498%2C2244_subsampling-2_upscale.jpg
Debut Isata Kanneh-Mason,Lukaskirche,Thu 05.09,12.15,Isata Kanneh-Mason,"Felix Mendelssohn (1809–1847)
A Midsummer Night’s Dream",https://www.lucernefestival.ch/media/thumbnails/filer_public/4f/57/4f578656-903e-4d12-a7af-bd48a1b01dba/isata_kanneh-mason_2023_s03-048_credit_david_venni.jpg__744x744_q85_crop_subject_location-3498%2C2244_subsampling-2_upscale.jpg
Debut Isata Kanneh-Mason,Lukaskirche,Thu 05.09,12.15,Isata Kanneh-Mason,"Carl Nielsen (1865–1931)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/4f/57/4f578656-903e-4d12-a7af-bd48a1b01dba/isata_kanneh-mason_2023_s03-048_credit_david_venni.jpg__744x744_q85_crop_subject_location-3498%2C2244_subsampling-2_upscale.jpg
Debut Isata Kanneh-Mason,Lukaskirche,Thu 05.09,12.15,Isata Kanneh-Mason,"Sofia Gubaidulina (*1931)
Chaconne",https://www.lucernefestival.ch/media/thumbnails/filer_public/4f/57/4f578656-903e-4d12-a7af-bd48a1b01dba/isata_kanneh-mason_2023_s03-048_credit_david_venni.jpg__744x744_q85_crop_subject_location-3498%2C2244_subsampling-2_upscale.jpg
Orchestre de Paris,"KKL Luzern, Concert Hall",Thu 05.09,19.30,Orchestre de Paris,"Pyotr Ilyich  Tchaikovsky (1840–1893)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/dd/e8/dde89dd7-053d-48b4-b830-1ed4e488f5ba/lisa_0077hq.jpg__744x744_q85_crop_subject_location-3192%2C2508_subsampling-2_upscale.jpg
Orchestre de Paris,"KKL Luzern, Concert Hall",Thu 05.09,19.30,Orchestre de Paris,"Hector Berlioz (1803–1869)
Symphonie fantastique",https://www.lucernefestival.ch/media/thumbnails/filer_public/dd/e8/dde89dd7-053d-48b4-b830-1ed4e488f5ba/lisa_0077hq.jpg__744x744_q85_crop_subject_location-3192%2C2508_subsampling-2_upscale.jpg
Orchestre de Paris,"KKL Luzern, Concert Hall",Thu 05.09,19.30,Klaus Mäkelä,"Pyotr Ilyich  Tchaikovsky (1840–1893)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/dd/e8/dde89dd7-053d-48b4-b830-1ed4e488f5ba/lisa_0077hq.jpg__744x744_q85_crop_subject_location-3192%2C2508_subsampling-2_upscale.jpg
Orchestre de Paris,"KKL Luzern, Concert Hall",Thu 05.09,19.30,Klaus Mäkelä,"Hector Berlioz (1803–1869)
Symphonie fantastique",https://www.lucernefestival.ch/media/thumbnails/filer_public/dd/e8/dde89dd7-053d-48b4-b830-1ed4e488f5ba/lisa_0077hq.jpg__744x744_q85_crop_subject_location-3192%2C2508_subsampling-2_upscale.jpg
Orchestre de Paris,"KKL Luzern, Concert Hall",Thu 05.09,19.30,Lisa Batiashvili,"Pyotr Ilyich  Tchaikovsky (1840–1893)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/dd/e8/dde89dd7-053d-48b4-b830-1ed4e488f5ba/lisa_0077hq.jpg__744x744_q85_crop_subject_location-3192%2C2508_subsampling-2_upscale.jpg
Orchestre de Paris,"KKL Luzern, Concert Hall",Thu 05.09,19.30,Lisa Batiashvili,"Hector Berlioz (1803–1869)
Symphonie fantastique",https://www.lucernefestival.ch/media/thumbnails/filer_public/dd/e8/dde89dd7-053d-48b4-b830-1ed4e488f5ba/lisa_0077hq.jpg__744x744_q85_crop_subject_location-3192%2C2508_subsampling-2_upscale.jpg
Vienna Philharmonic 1,"KKL Luzern, Concert Hall",Fri 06.09,19.30,Vienna Philharmonic,"Felix Mendelssohn (1809–1847)
Scottish",https://www.lucernefestival.ch/media/thumbnails/filer_public/41/68/4168c644-fd9f-4778-a97b-402741a46710/thielemann_christian_c_wienerphilharmoniker_dieternagl_dn012996.jpg__744x744_q85_crop_subject_location-1584%2C3024_subsampling-2_upscale.jpg
Vienna Philharmonic 1,"KKL Luzern, Concert Hall",Fri 06.09,19.30,Vienna Philharmonic,"Richard Strauss (1864–1949)
Ein Heldenleben",https://www.lucernefestival.ch/media/thumbnails/filer_public/41/68/4168c644-fd9f-4778-a97b-402741a46710/thielemann_christian_c_wienerphilharmoniker_dieternagl_dn012996.jpg__744x744_q85_crop_subject_location-1584%2C3024_subsampling-2_upscale.jpg
Vienna Philharmonic 1,"KKL Luzern, Concert Hall",Fri 06.09,19.30,Christian Thielemann,"Felix Mendelssohn (1809–1847)
Scottish",https://www.lucernefestival.ch/media/thumbnails/filer_public/41/68/4168c644-fd9f-4778-a97b-402741a46710/thielemann_christian_c_wienerphilharmoniker_dieternagl_dn012996.jpg__744x744_q85_crop_subject_location-1584%2C3024_subsampling-2_upscale.jpg
Vienna Philharmonic 1,"KKL Luzern, Concert Hall",Fri 06.09,19.30,Christian Thielemann,"Richard Strauss (1864–1949)
Ein Heldenleben",https://www.lucernefestival.ch/media/thumbnails/filer_public/41/68/4168c644-fd9f-4778-a97b-402741a46710/thielemann_christian_c_wienerphilharmoniker_dieternagl_dn012996.jpg__744x744_q85_crop_subject_location-1584%2C3024_subsampling-2_upscale.jpg
Portrait Beat Furrer & Lisa Streich,"Hochschule Luzern – Music, Salquin Concert Hall",Sat 07.09,11.00,"Ensemble Helix, Studio for Contemporary Music at the Hochschule Luzern – Musik","Beat Furrer (*1954)
... cold and calm and moving",https://www.lucernefestival.ch/media/thumbnails/filer_public/fd/1c/fd1c6e78-6d5c-406a-af0c-f52273b8bb3c/230909_portrait_poppe_ensemble_helix_grimaitre_hunt_c_peterfischli_lucerne_festival_08.jpg__744x744_q85_crop_subject_location-1680%2C1120_subsampling-2_upscale.jpg
Portrait Beat Furrer & Lisa Streich,"Hochschule Luzern – Music, Salquin Concert Hall",Sat 07.09,11.00,"Ensemble Helix, Studio for Contemporary Music at the Hochschule Luzern – Musik","Lisa Streich (*1985)
FRANCESCA",https://www.lucernefestival.ch/media/thumbnails/filer_public/fd/1c/fd1c6e78-6d5c-406a-af0c-f52273b8bb3c/230909_portrait_poppe_ensemble_helix_grimaitre_hunt_c_peterfischli_lucerne_festival_08.jpg__744x744_q85_crop_subject_location-1680%2C1120_subsampling-2_upscale.jpg
Portrait Beat Furrer & Lisa Streich,"Hochschule Luzern – Music, Salquin Concert Hall",Sat 07.09,11.00,Beat Furrer,"Beat Furrer (*1954)
... cold and calm and moving",https://www.lucernefestival.ch/media/thumbnails/filer_public/fd/1c/fd1c6e78-6d5c-406a-af0c-f52273b8bb3c/230909_portrait_poppe_ensemble_helix_grimaitre_hunt_c_peterfischli_lucerne_festival_08.jpg__744x744_q85_crop_subject_location-1680%2C1120_subsampling-2_upscale.jpg
Portrait Beat Furrer & Lisa Streich,"Hochschule Luzern – Music, Salquin Concert Hall",Sat 07.09,11.00,Beat Furrer,"Lisa Streich (*1985)
FRANCESCA",https://www.lucernefestival.ch/media/thumbnails/filer_public/fd/1c/fd1c6e78-6d5c-406a-af0c-f52273b8bb3c/230909_portrait_poppe_ensemble_helix_grimaitre_hunt_c_peterfischli_lucerne_festival_08.jpg__744x744_q85_crop_subject_location-1680%2C1120_subsampling-2_upscale.jpg
Lucerne Festival Academy 4,"KKL Luzern, Concert Hall",Sat 07.09,14.30,Lucerne Festival Contemporary Orchestra (LFCO),"George Benjamin (*1960)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/96/15/96156340-0aab-4acc-9748-10ccfaef2682/3_gb_with_mco_credit_christopher_christodoulou.jpg__744x744_q85_crop_subject_location-1890%2C1152_subsampling-2_upscale.jpg
Lucerne Festival Academy 4,"KKL Luzern, Concert Hall",Sat 07.09,14.30,Lucerne Festival Contemporary Orchestra (LFCO),"Andrew Norman (*1979)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/96/15/96156340-0aab-4acc-9748-10ccfaef2682/3_gb_with_mco_credit_christopher_christodoulou.jpg__744x744_q85_crop_subject_location-1890%2C1152_subsampling-2_upscale.jpg
Lucerne Festival Academy 4,"KKL Luzern, Concert Hall",Sat 07.09,14.30,Lucerne Festival Contemporary Orchestra (LFCO),"Hans Abrahamsen (*1952)
Vers le Silence",https://www.lucernefestival.ch/media/thumbnails/filer_public/96/15/96156340-0aab-4acc-9748-10ccfaef2682/3_gb_with_mco_credit_christopher_christodoulou.jpg__744x744_q85_crop_subject_location-1890%2C1152_subsampling-2_upscale.jpg
Lucerne Festival Academy 4,"KKL Luzern, Concert Hall",Sat 07.09,14.30,Sir George Benjamin,"George Benjamin (*1960)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/96/15/96156340-0aab-4acc-9748-10ccfaef2682/3_gb_with_mco_credit_christopher_christodoulou.jpg__744x744_q85_crop_subject_location-1890%2C1152_subsampling-2_upscale.jpg
Lucerne Festival Academy 4,"KKL Luzern, Concert Hall",Sat 07.09,14.30,Sir George Benjamin,"Andrew Norman (*1979)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/96/15/96156340-0aab-4acc-9748-10ccfaef2682/3_gb_with_mco_credit_christopher_christodoulou.jpg__744x744_q85_crop_subject_location-1890%2C1152_subsampling-2_upscale.jpg
Lucerne Festival Academy 4,"KKL Luzern, Concert Hall",Sat 07.09,14.30,Sir George Benjamin,"Hans Abrahamsen (*1952)
Vers le Silence",https://www.lucernefestival.ch/media/thumbnails/filer_public/96/15/96156340-0aab-4acc-9748-10ccfaef2682/3_gb_with_mco_credit_christopher_christodoulou.jpg__744x744_q85_crop_subject_location-1890%2C1152_subsampling-2_upscale.jpg
Lucerne Festival Academy 4,"KKL Luzern, Concert Hall",Sat 07.09,14.30,Jörgen van Rijen,"George Benjamin (*1960)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/96/15/96156340-0aab-4acc-9748-10ccfaef2682/3_gb_with_mco_credit_christopher_christodoulou.jpg__744x744_q85_crop_subject_location-1890%2C1152_subsampling-2_upscale.jpg
Lucerne Festival Academy 4,"KKL Luzern, Concert Hall",Sat 07.09,14.30,Jörgen van Rijen,"Andrew Norman (*1979)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/96/15/96156340-0aab-4acc-9748-10ccfaef2682/3_gb_with_mco_credit_christopher_christodoulou.jpg__744x744_q85_crop_subject_location-1890%2C1152_subsampling-2_upscale.jpg
Lucerne Festival Academy 4,"KKL Luzern, Concert Hall",Sat 07.09,14.30,Jörgen van Rijen,"Hans Abrahamsen (*1952)
Vers le Silence",https://www.lucernefestival.ch/media/thumbnails/filer_public/96/15/96156340-0aab-4acc-9748-10ccfaef2682/3_gb_with_mco_credit_christopher_christodoulou.jpg__744x744_q85_crop_subject_location-1890%2C1152_subsampling-2_upscale.jpg
Vienna Philharmonic 2,"KKL Luzern, Concert Hall",Sat 07.09,19.30,Vienna Philharmonic,"Anton Bruckner (1824–1896)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/92/c1/92c1605e-e655-4d1b-8de2-dad770837086/hagen_julia_web_small-33julia_hagen__c__simon_pauly.jpg__744x744_q85_crop_subject_location-1470%2C854_subsampling-2_upscale.jpg
Vienna Philharmonic 2,"KKL Luzern, Concert Hall",Sat 07.09,19.30,Christian Thielemann,"Anton Bruckner (1824–1896)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/92/c1/92c1605e-e655-4d1b-8de2-dad770837086/hagen_julia_web_small-33julia_hagen__c__simon_pauly.jpg__744x744_q85_crop_subject_location-1470%2C854_subsampling-2_upscale.jpg
Vienna Philharmonic 2,"KKL Luzern, Concert Hall",Sat 07.09,19.30,Julia Hagen,"Anton Bruckner (1824–1896)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/92/c1/92c1605e-e655-4d1b-8de2-dad770837086/hagen_julia_web_small-33julia_hagen__c__simon_pauly.jpg__744x744_q85_crop_subject_location-1470%2C854_subsampling-2_upscale.jpg
Lea Desandre & Jupiter Ensemble,"KKL Luzern, Concert Hall",Sun 08.09,11.00,Jupiter Ensemble,"Handel ,
",https://www.lucernefestival.ch/media/thumbnails/filer_public/8f/d6/8fd64a98-4755-42ff-94f2-c1d98052a591/lea-desandre-c-monika-rittershaus-4-2000x1313.jpg__744x744_q85_crop_subject_location-945%2C621_subsampling-2_upscale.jpg
Lea Desandre & Jupiter Ensemble,"KKL Luzern, Concert Hall",Sun 08.09,11.00,Thomas Dunford,"Handel ,
",https://www.lucernefestival.ch/media/thumbnails/filer_public/8f/d6/8fd64a98-4755-42ff-94f2-c1d98052a591/lea-desandre-c-monika-rittershaus-4-2000x1313.jpg__744x744_q85_crop_subject_location-945%2C621_subsampling-2_upscale.jpg
Lea Desandre & Jupiter Ensemble,"KKL Luzern, Concert Hall",Sun 08.09,11.00,Lea Desandre,"Handel ,
",https://www.lucernefestival.ch/media/thumbnails/filer_public/8f/d6/8fd64a98-4755-42ff-94f2-c1d98052a591/lea-desandre-c-monika-rittershaus-4-2000x1313.jpg__744x744_q85_crop_subject_location-945%2C621_subsampling-2_upscale.jpg
Staatskapelle Berlin,"KKL Luzern, Concert Hall",Sun 08.09,19.30,Staatskapelle Berlin,"Gustav Mahler (1860–1911)
Blumine",https://www.lucernefestival.ch/media/thumbnails/filer_public/b9/71/b9718ede-81ca-43d5-9023-d74d93143a3c/nyp20220106bychrislee.jpg__744x744_q85_crop_subject_location-1472%2C752_subsampling-2_upscale.jpg
Staatskapelle Berlin,"KKL Luzern, Concert Hall",Sun 08.09,19.30,Susanna Mälkki,"Gustav Mahler (1860–1911)
Blumine",https://www.lucernefestival.ch/media/thumbnails/filer_public/b9/71/b9718ede-81ca-43d5-9023-d74d93143a3c/nyp20220106bychrislee.jpg__744x744_q85_crop_subject_location-1472%2C752_subsampling-2_upscale.jpg
Staatskapelle Berlin,"KKL Luzern, Concert Hall",Sun 08.09,19.30,Wiebke Lehmkuhl,"Gustav Mahler (1860–1911)
Blumine",https://www.lucernefestival.ch/media/thumbnails/filer_public/b9/71/b9718ede-81ca-43d5-9023-d74d93143a3c/nyp20220106bychrislee.jpg__744x744_q85_crop_subject_location-1472%2C752_subsampling-2_upscale.jpg
Staatskapelle Berlin,"KKL Luzern, Concert Hall",Sun 08.09,19.30,Eric Cutler,"Gustav Mahler (1860–1911)
Blumine",https://www.lucernefestival.ch/media/thumbnails/filer_public/b9/71/b9718ede-81ca-43d5-9023-d74d93143a3c/nyp20220106bychrislee.jpg__744x744_q85_crop_subject_location-1472%2C752_subsampling-2_upscale.jpg
Mahler Chamber Orchestra,"KKL Luzern, Concert Hall",Mon 09.09,19.30,Mahler Chamber Orchestra,"Gustav Mahler (1860–1911)
Seven Early Songs",https://www.lucernefestival.ch/media/thumbnails/filer_public/8e/16/8e166455-058a-43d5-9f57-65354e14fb36/anna_prohaska011__marco_borggreve.jpg__744x744_q85_crop_subject_location-2625%2C2900_subsampling-2_upscale.jpg
Mahler Chamber Orchestra,"KKL Luzern, Concert Hall",Mon 09.09,19.30,Mahler Chamber Orchestra,"Antonín Dvořák (1841–1904)
From the New World",https://www.lucernefestival.ch/media/thumbnails/filer_public/8e/16/8e166455-058a-43d5-9f57-65354e14fb36/anna_prohaska011__marco_borggreve.jpg__744x744_q85_crop_subject_location-2625%2C2900_subsampling-2_upscale.jpg
Mahler Chamber Orchestra,"KKL Luzern, Concert Hall",Mon 09.09,19.30,Antonello Manacorda,"Gustav Mahler (1860–1911)
Seven Early Songs",https://www.lucernefestival.ch/media/thumbnails/filer_public/8e/16/8e166455-058a-43d5-9f57-65354e14fb36/anna_prohaska011__marco_borggreve.jpg__744x744_q85_crop_subject_location-2625%2C2900_subsampling-2_upscale.jpg
Mahler Chamber Orchestra,"KKL Luzern, Concert Hall",Mon 09.09,19.30,Antonello Manacorda,"Antonín Dvořák (1841–1904)
From the New World",https://www.lucernefestival.ch/media/thumbnails/filer_public/8e/16/8e166455-058a-43d5-9f57-65354e14fb36/anna_prohaska011__marco_borggreve.jpg__744x744_q85_crop_subject_location-2625%2C2900_subsampling-2_upscale.jpg
Mahler Chamber Orchestra,"KKL Luzern, Concert Hall",Mon 09.09,19.30,Anna Prohaska,"Gustav Mahler (1860–1911)
Seven Early Songs",https://www.lucernefestival.ch/media/thumbnails/filer_public/8e/16/8e166455-058a-43d5-9f57-65354e14fb36/anna_prohaska011__marco_borggreve.jpg__744x744_q85_crop_subject_location-2625%2C2900_subsampling-2_upscale.jpg
Mahler Chamber Orchestra,"KKL Luzern, Concert Hall",Mon 09.09,19.30,Anna Prohaska,"Antonín Dvořák (1841–1904)
From the New World",https://www.lucernefestival.ch/media/thumbnails/filer_public/8e/16/8e166455-058a-43d5-9f57-65354e14fb36/anna_prohaska011__marco_borggreve.jpg__744x744_q85_crop_subject_location-2625%2C2900_subsampling-2_upscale.jpg
Debut Adelphi Quartet,Lukaskirche,Tue 10.09,12.15,Adelphi Quartet,"Joseph Haydn (1732–1809)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/45/a8/45a8220b-b025-45e2-8b49-fc73e14625fe/adelphi_quartet_credit_roland_unger_7.jpg__744x744_q85_crop_subject_location-2100%2C1910_subsampling-2_upscale.jpg
Debut Adelphi Quartet,Lukaskirche,Tue 10.09,12.15,Adelphi Quartet,"Orlando di Lasso (1532–1594)
Je l‘aime bien",https://www.lucernefestival.ch/media/thumbnails/filer_public/45/a8/45a8220b-b025-45e2-8b49-fc73e14625fe/adelphi_quartet_credit_roland_unger_7.jpg__744x744_q85_crop_subject_location-2100%2C1910_subsampling-2_upscale.jpg
Debut Adelphi Quartet,Lukaskirche,Tue 10.09,12.15,Adelphi Quartet,"Madli Marje Gildemann (*1994)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/45/a8/45a8220b-b025-45e2-8b49-fc73e14625fe/adelphi_quartet_credit_roland_unger_7.jpg__744x744_q85_crop_subject_location-2100%2C1910_subsampling-2_upscale.jpg
Debut Adelphi Quartet,Lukaskirche,Tue 10.09,12.15,Adelphi Quartet,"Orlando di Lasso (1532–1594)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/45/a8/45a8220b-b025-45e2-8b49-fc73e14625fe/adelphi_quartet_credit_roland_unger_7.jpg__744x744_q85_crop_subject_location-2100%2C1910_subsampling-2_upscale.jpg
Debut Adelphi Quartet,Lukaskirche,Tue 10.09,12.15,Adelphi Quartet,"Tom Coult (*1988)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/45/a8/45a8220b-b025-45e2-8b49-fc73e14625fe/adelphi_quartet_credit_roland_unger_7.jpg__744x744_q85_crop_subject_location-2100%2C1910_subsampling-2_upscale.jpg
Debut Adelphi Quartet,Lukaskirche,Tue 10.09,12.15,Adelphi Quartet,"Orlando di Lasso (1532–1594)
Je l‘aime bien",https://www.lucernefestival.ch/media/thumbnails/filer_public/45/a8/45a8220b-b025-45e2-8b49-fc73e14625fe/adelphi_quartet_credit_roland_unger_7.jpg__744x744_q85_crop_subject_location-2100%2C1910_subsampling-2_upscale.jpg
Debut Adelphi Quartet,Lukaskirche,Tue 10.09,12.15,Adelphi Quartet,"Benjamin Britten (1913–1976)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/45/a8/45a8220b-b025-45e2-8b49-fc73e14625fe/adelphi_quartet_credit_roland_unger_7.jpg__744x744_q85_crop_subject_location-2100%2C1910_subsampling-2_upscale.jpg
Recital Rudolf Buchbinder,"KKL Luzern, Concert Hall",Tue 10.09,19.30,Rudolf Buchbinder,"Wolfgang Amadé  Mozart (1756–1791)
Ah, vous dirai-je Maman",https://www.lucernefestival.ch/media/thumbnails/filer_public/0b/65/0b65109f-a9d8-4443-bfb1-45f56297f029/buchbinderrudolf10_c_marcoborggrevejpg.jpg__744x744_q85_crop_subject_location-3016%2C1682_subsampling-2_upscale.jpg
Recital Rudolf Buchbinder,"KKL Luzern, Concert Hall",Tue 10.09,19.30,Rudolf Buchbinder,"Ludwig van Beethoven (1770–1827)
Waldstein",https://www.lucernefestival.ch/media/thumbnails/filer_public/0b/65/0b65109f-a9d8-4443-bfb1-45f56297f029/buchbinderrudolf10_c_marcoborggrevejpg.jpg__744x744_q85_crop_subject_location-3016%2C1682_subsampling-2_upscale.jpg
